long_name,uncertainty,tas uncertainty,degC
78527,2015,1.1632,0.0485
78892,2016,1.2701,0.0452
79258,2017,1.1817,0.0461
79623,2018,1.0985,0.0461
79988,2019,1.2326,0.0488
80353,2020,1.2615,0.0506
80719,2021,1.1126,0.0512
81084,2022,1.1471,0.0524
81449,2023,1.4551,0.0540
81814,2024,1.5147,0.0552
82180,2025,1.3945,0.0574
end data
